split,sample_id,location,selected,category,figure,iou_water_5sa,iou_water_v3,delta_iou_water,f1_water_5sa,f1_water_v3,viol_frac_5sa,viol_frac_v3,delta_viol_frac,viol_pairs_5sa,viol_pairs_v3,desc_pairs,water_frac_5sa,water_frac_v3
valid,USA_761032,USA,False,,,0.5260972716488731,0.5159938230752261,-0.010103448573646978,0.689467547609794,0.680733410942957,0.0010743089154258909,0.0010054919742242324,-6.881694120165847e-05,562,526,523127,0.03230138292799237,0.03242346208869814
test,USA_504150,USA,False,,,0.59679037111334,0.5939774153074028,-0.0028129558059372117,0.7474874371859296,0.7452770780856423,0.0005113732486427462,0.0004440872948739638,-6.728595376878242e-05,266,231,520168,0.011849263331374987,0.011788223983885612
valid,Paraguay_896458,Paraguay,False,,,0.8352694575587204,0.8315640758982007,-0.003705381660519702,0.9102417676255536,0.9080371108397077,0.0017354141985764218,0.0016693264928478416,-6.608770572858022e-05,709,682,408548,0.1844206782506087,0.1829955376062623
test,Nigeria_22088,Nigeria,False,,,0.36081242532855434,0.34,-0.020812425328554318,0.530289727831431,0.5074626865671641,0.00012154196236250565,6.0770981181252826e-05,-6.0770981181252826e-05,54,27,444291,0.002290631765223718,0.0019897056313609948
test,USA_519181,USA,False,,,0.52,0.5169207883971737,-0.003079211602826315,0.6842105263157895,0.6815395930375092,0.0003660111681313501,0.0003066062141414451,-5.940495398990502e-05,191,160,521842,0.007736707779053665,0.007351398367966673
test,Sri-Lanka_849649,Sri-Lanka,False,,,0.65019676432007,0.6571296723580987,0.006932908038028707,0.788023317435082,0.7930938457254246,0.0001371343568050019,7.902657849779772e-05,-5.8107778307204185e-05,59,34,430235,0.008624837883294304,0.007786184677851765
bolivia,Bolivia_432776,Bolivia,False,,,0.7666256815994867,0.769539501478665,0.00291381987917827,0.8678982645665955,0.869762444789304,0.005540972138226823,0.005485398966339003,-5.557317188782055e-05,1695,1678,305903,0.3826973210358916,0.39446360165467304
valid,Sri-Lanka_321316,Sri-Lanka,False,,,0.9011432003501878,0.8992312868299248,-0.0019119135202629867,0.9480013921983348,0.9469423688052907,0.0012593348551480643,0.0012053227507511947,-5.4012104396869605e-05,443,424,351773,0.34276493230535643,0.34098339392598415
test,Ghana_359826,Ghana,False,,,0.5228758169934641,0.5201920977952412,-0.002683719198222856,0.6866952789699571,0.6843767949454336,0.0003120220367956294,0.0002622516505582897,-4.977038623733967e-05,163,137,522399,0.01332855224609375,0.0132293701171875
valid,USA_225017,USA,False,,,0.7807550444781949,0.7615071835185687,-0.019247860959626162,0.8768809016143772,0.8646086608599305,0.000728319075392964,0.0006785705046694009,-4.9748570723563094e-05,366,341,502527,0.06122729249479282,0.0599340805224729
test,USA_670826,USA,False,,,0.14400476048795002,0.13182503770739065,-0.012179722780559371,0.25175552665799744,0.23294243070362475,0.00020454002389486261,0.00015866188769414575,-4.5878136200716866e-05,107,83,523125,0.00318541803366243,0.0028306349472784703
test,USA_1049586,USA,False,,,0.6297750803284541,0.6147248034310222,-0.01505027689743188,0.7728368017524644,0.7613988490482514,0.00038205383695324546,0.0003398167293503741,-4.2237107602871365e-05,199,177,520869,0.009322257031759781,0.00914290947527484
test,India_592446,India,False,,,0.6147627754787797,0.5771969179752268,-0.0375658575035529,0.7614279754454973,0.73192752458104,0.0005060578775203164,0.00046502615772137183,-4.1031719798944536e-05,222,204,438685,0.034476610728532905,0.03176661986583763
valid,USA_1039203,USA,False,,,0.5743887277248239,0.5348178137651822,-0.03957091395964163,0.7296657015003948,0.6969137430757056,0.0005379205255923826,0.0004977200592669732,-4.020046632540939e-05,281,260,522382,0.008347576608472714,0.008317055304602613
test,Somalia_699062,Somalia,False,,,0.5831559025313461,0.56239907727797,-0.020756825253376077,0.7367005379557681,0.7199173187656873,0.0011340907173309908,0.0010943851342296868,-3.970558310130391e-05,457,441,402966,0.01674138448592336,0.017139988878445346
valid,USA_275372,USA,False,,,0.3950423595858174,0.38664158043273755,-0.008400779153079851,0.5663517768780927,0.5576662143826323,0.00029661892696667915,0.00025834551703549476,-3.827340993118439e-05,155,135,522556,0.006576688614393945,0.00648513378449519
test,Nigeria_225131,Nigeria,False,,,0.42155756207674944,0.39916217833632556,-0.02239538374042388,0.5930924970226281,0.5705731394354149,0.00025622918137901295,0.00021873222800647448,-3.7496953372538475e-05,123,105,480039,0.005753248637333942,0.0050030051190648895
valid,Spain_7604243,Spain,False,,,0.9498134328358209,0.9481495309656042,-0.0016639018702166997,0.9742608362836093,0.9733847591212899,0.0004962963115505244,0.00045922853724384625,-3.7067774306678185e-05,241,223,485597,0.07968940781440781,0.07945665445665445
valid,USA_1082482,USA,False,,,0.4913160941721343,0.4714176829268293,-0.019898411245305003,0.6589026915113871,0.6407666407666408,0.00021632052192590353,0.00017994804478791974,-3.637247713798378e-05,113,94,522373,0.006325105863502842,0.006313661160492885
valid,USA_741178,USA,False,,,0.3993123772102161,0.37760542898691224,-0.02170694822330388,0.5707265707265707,0.5482054890921886,0.000476412783934366,0.0004400600012245148,-3.635278270985122e-05,249,230,522656,0.005352571561554573,0.005325865930099917
test,India_631692,India,False,,,0.47743682310469315,0.42263056092843326,-0.05480626217625989,0.6463042150274894,0.5941536369816451,0.00014533744102837714,0.00010900308077128285,-3.633436025709429e-05,76,57,522921,0.003185272216796875,0.002552032470703125
valid,Pakistan_43105,Pakistan,False,,,0.0,0.0,0.0,,,7.241753208879564e-05,3.7187381342895055e-05,-3.5230150745900585e-05,37,19,510926,0.0002904366102990351,0.0001413967708034776
test,USA_905409,USA,False,,,0.9523914383863296,0.9513639666218984,-0.001027471764431187,0.9756152579459069,0.9750758780985908,0.0005019345864441648,0.00046817217031563355,-3.376241612853127e-05,223,208,444281,0.16861949110832167,0.16849358448525176
valid,USA_646878,USA,False,,,0.4857322044528065,0.47788736875596566,-0.007844835696840857,0.6538623891937526,0.6467168998923575,0.00036693462811671296,0.0003332163109384204,-3.3718317178292546e-05,185,168,504177,0.009147185086214394,0.0087795583735878
test,USA_67102,USA,False,,,0.8559659090909091,0.8463348075656347,-0.009631101525274355,0.922393999693862,0.9167728454207227,0.0002944016580701383,0.0002629988145426568,-3.140284352748146e-05,150,134,509508,0.0385667573476388,0.03865069765844688
valid,Sri-Lanka_31559,Sri-Lanka,False,,,0.0,0.0,0.0,,,7.818842029495432e-05,4.829284782923649e-05,-2.9895572465717833e-05,34,21,434847,0.0005256061610183048,0.00047533078909481476
test,USA_933610,USA,False,,,0.7521331058020477,0.7368755292125317,-0.015257576589515986,0.8585342098855613,0.8485070079219987,0.0004345986692819507,0.0004057536248605823,-2.8845044421368384e-05,226,211,520020,0.016757815034328525,0.01672346742892908
test,Somalia_166342,Somalia,False,,,0.0,0.0,0.0,,,3.43081420082614e-05,9.148837868869706e-06,-2.5159304139391698e-05,15,4,437214,0.0001178726703146747,4.986920667159314e-05
test,Somalia_60129,Somalia,False,,,0.022408963585434174,0.0,-0.022408963585434174,0.04383561643835617,,6.599653631971453e-05,4.0963367370857294e-05,-2.503316894885724e-05,29,18,439417,0.00023839939545511793,0.00022490509005199805
bolivia,Bolivia_233925,Bolivia,False,,,0.0,0.0,0.0,,,5.0659587833593384e-05,2.701844684458314e-05,-2.3641140989010244e-05,15,8,296094,0.0004251446488238772,0.0002125723244119386
valid,Ghana_868803,Ghana,False,,,0.9529206334339102,0.9517788885621876,-0.001141744871722583,0.9758928418492319,0.9752937631816813,0.001402450266955918,0.0013789126400979164,-2.353762685800161e-05,715,703,509822,0.5640182495117188,0.5646553039550781
valid,USA_826217,USA,False,,,0.746076458752515,0.747237291541089,0.001160832788573929,0.854574786817239,0.8553357865685374,0.0005626977337061684,0.0005397304792691819,-2.2967254436986493e-05,294,282,522483,0.015946529531599307,0.016015198797524853
test,Pakistan_694942,Pakistan,False,,,0.9520503713270907,0.9528956283271496,0.0008452570000588855,0.9754362749152262,0.9758797290599702,0.0001601121309874719,0.00013911381872681983,-2.099831226065206e-05,61,53,380983,0.09293579323457513,0.09317084891665448
valid,Paraguay_305760,Paraguay,False,,,0.5066717019133937,0.5116696588868941,0.0049979569735003615,0.6725708079204612,0.676959619952494,0.005903711724396524,0.0058864941594193474,-1.7217564977176948e-05,3086,3077,522722,0.2895317077636719,0.2858390808105469
test,Spain_6860600,Spain,False,,,0.3062330623306233,0.27197802197802196,-0.03425504035260135,0.4688796680497926,0.42764578833693306,0.00020659576096105286,0.0001893794475476318,-1.721631341342105e-05,108,99,522760,0.0009008699502612904,0.0008283422847741526
test,India_399883,India,False,,,0.8978680898028751,0.8956526608291512,-0.002215428973723954,0.94618598060325,0.9449543994387622,0.0037205146085525906,0.0037038119616006147,-1.670264695197588e-05,891,887,239483,0.5165707178800468,0.5132706900301008
valid,Somalia_256539,Somalia,False,,,0.0,0.0,0.0,,,0.00016913821792316554,0.0001531386567682715,-1.599956115489403e-05,74,67,437512,0.0005333116393005482,0.00042936106553857696
valid,India_244057,India,False,,,0.0,0.0,0.0,,,9.523990933160631e-05,7.936659110967192e-05,-1.5873318221934388e-05,30,25,314994,0.000386203803484555,0.00021178918255604628
test,India_44475,India,False,,,0.0,0.0,0.0,,,7.900949077419666e-05,6.359300476947535e-05,-1.5416486004721306e-05,41,33,518925,0.00047660228692226385,0.00041894878447199
test,USA_778194,USA,False,,,0.7120239623448866,0.6929898648648649,-0.019034097480021717,0.8317920519870032,0.8186580194562235,0.0005211037400249976,0.0005057206037880973,-1.538313623690034e-05,271,263,520050,0.015888884649139543,0.015949937039722212
valid,USA_741073,USA,False,,,0.5561891185554764,0.5362184679472345,-0.01997065060824188,0.7148091603053436,0.6981018379029827,0.0005926181640344063,0.000577275298946137,-1.534286508826936e-05,309,301,521415,0.012113003834194915,0.012448734334166302
test,Paraguay_790830,Paraguay,False,,,0.9361604829121063,0.9346770276833414,-0.0014834552287649183,0.967027776028217,0.9662357223547131,0.0010395251989782227,0.0010247352063098335,-1.478999266838919e-05,492,485,473293,0.120831243611193,0.12170414128691151
valid,Mekong_1413877,Mekong,False,,,0.4424477901894123,0.4271137026239067,-0.015334087565505639,0.6134680134680136,0.5985699693564862,0.0009225579090772271,0.0009088759061883699,-1.3682002888857226e-05,472,465,511621,0.013340182435167025,0.013083341116403599
test,USA_66511,USA,False,,,0.09214002642007926,0.07881609577652145,-0.013323930643557816,0.16873299062594496,0.14611590628853266,0.0001013587813997074,8.79717725355951e-05,-1.338700886411231e-05,53,46,522895,0.0022125919370097964,0.0019722586748863184
valid,Paraguay_153941,Paraguay,False,,,0.0109204368174727,0.0,-0.0109204368174727,0.02160493827160494,,1.3378258800505316e-05,0.0,-1.3378258800505316e-05,7,0,523237,2.6702880859375e-05,0.0
valid,Paraguay_1019808,Paraguay,False,,,0.4555164060779564,0.46634297064665636,0.010826564568699959,0.6259172403358801,0.636062612883805,0.0009211816352311841,0.0009078034787029304,-1.3378156528253771e-05,482,475,523241,0.030704498291015625,0.03096771240234375
valid,Sri-Lanka_612594,Sri-Lanka,False,,,0.9523189219539584,0.9497531814682306,-0.0025657404857277744,0.975577208462273,0.9742291388421114,6.570040147638188e-05,5.396818692702797e-05,-1.1732214549353912e-05,28,23,426177,0.16709136962890625,0.1639556884765625
valid,Spain_1199913,Spain,False,,,0.7926619694105517,0.7805881848580982,-0.012073784552453448,0.8843406988448449,0.8767756536813214,0.0006199676369095198,0.0006082701343263213,-1.1697502583198549e-05,318,312,512930,0.0410958904109589,0.04072967807646971
test,USA_527077,USA,False,,,0.5854341736694678,0.5684551341350601,-0.016979039534407714,0.7385159010600706,0.7248599233264523,0.00044189298537927236,0.00043041524549929127,-1.1477739879981093e-05,231,225,522751,0.006676153162398379,0.006657078439077241
valid,USA_986268,USA,False,,,0.7029898458066942,0.6853049907578558,-0.017684855048838433,0.8255948766079612,0.8132711817932547,0.0007532337433422932,0.0007417631787228673,-1.1470564619425836e-05,394,388,523078,0.034415140983431444,0.034880571334831356
test,Mekong_382276,Mekong,False,,,0.9206723958825196,0.9175704989154013,-0.0031018969671182672,0.9586980037368473,0.9570135746606334,6.499092038612253e-05,5.352193443563032e-05,-1.1468985950492208e-05,34,28,523150,0.04017381948868991,0.040150928423454184
test,Nigeria_417184,Nigeria,False,,,0.011560693641618497,0.015173410404624277,0.0036127167630057803,0.022857142857142854,0.029893238434163697,0.0001377268188548015,0.0001291188926763764,-8.607926178425099e-06,16,15,116172,0.00027086966090504323,0.00035551642993786927
test,Pakistan_664885,Pakistan,False,,,0.5243393602225312,0.5231121281464531,-0.0012272320760781108,0.687956204379562,0.6868990384615384,8.057303542796368e-06,0.0,-8.057303542796368e-06,1,0,124111,0.05743048897411313,0.058526229283659775
valid,Paraguay_76868,Paraguay,False,,,0.8861388756676715,0.8781997038290671,-0.007939171838604375,0.9396326931165009,0.9351505082645791,0.0006798664122137405,0.0006719147582697201,-7.951653944020319e-06,342,338,503040,0.06860190522697533,0.06802202036464075
valid,Ghana_308249,Ghana,False,,,0.694071373752878,0.6790488922841864,-0.015022481468691562,0.8194121977461918,0.8088494568617414,0.0005737772329019166,0.0005661268697965577,-7.650363105358928e-06,300,296,522851,0.036731719970703125,0.036441802978515625
test,Paraguay_1029191,Paraguay,False,,,0.9185614130224271,0.911323275945543,-0.0072381370768841435,0.9575522647204305,0.9536045392370434,0.001346197518782382,0.0013391738795539522,-7.023639228429836e-06,575,572,427129,0.19188617649259462,0.1904369981530852
test,Sri-Lanka_713926,Sri-Lanka,False,,,0.9722376183965808,0.9689447879967479,-0.003292830399832969,0.9859234093577477,0.984227484593487,0.000348476990914903,0.0003429891642863219,-5.487826628581107e-06,127,125,364443,0.30376491774257547,0.3026623019869975
bolivia,Bolivia_76104,Bolivia,True,neutral,bolivia_Bolivia_76104.png,0.0,0.0,0.0,,,3.452846074778022e-05,2.921638986350634e-05,-5.31207088427388e-06,13,11,376501,6.807530175686644e-05,0.00015186028853454822
valid,Mekong_977338,Mekong,False,,,0.9563315550695296,0.9565262548778135,0.00019469980828390465,0.9776784028160715,0.9777801371109628,0.00023076854802204727,0.00022633069132931558,-4.437856692731686e-06,52,51,225334,0.3775811209439528,0.3746482216119079
valid,USA_251323,USA,False,,,0.190176322418136,0.16170763260025872,-0.028468689817877285,0.31957671957671957,0.27839643652561247,6.720430107526882e-05,6.336405529953917e-05,-3.840245775729647e-06,35,33,520800,0.0009577149687018748,0.0007776645545859224
valid,Ghana_124834,Ghana,True,neutral,valid_Ghana_124834.png,,,,,,0.0,0.0,0.0,0,0,523256,0.0,0.0
valid,Ghana_132163,Ghana,False,,,,,,,,0.0,0.0,0.0,0,0,110411,0.0,0.0
valid,Ghana_142312,Ghana,False,,,,,,,,0.0,0.0,0.0,0,0,523239,0.0,0.0
valid,Pakistan_210595,Pakistan,False,,,,,,,,0.0,0.0,0.0,0,0,523258,0.0,0.0
valid,Paraguay_205585,Paraguay,False,,,,,,,,0.0,0.0,0.0,0,0,523254,0.0,0.0
valid,Paraguay_252217,Paraguay,False,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,510260,0.0,0.0
valid,Paraguay_7894,Paraguay,False,,,,,,,,0.0,0.0,0.0,0,0,403126,0.0,0.0
test,Ghana_141271,Ghana,True,neutral,test_Ghana_141271.png,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,523256,0.0,0.0
test,Ghana_167233,Ghana,False,,,,,,,,0.0,0.0,0.0,0,0,523253,0.0,0.0
test,Ghana_53713,Ghana,False,,,,,,,,0.0,0.0,0.0,0,0,523251,0.0,0.0
test,Pakistan_70625,Pakistan,False,,,0.25242556038808966,0.24723734125020616,-0.005188219137883504,0.40309870442099643,0.3964559640306797,0.0,0.0,0.0,0,0,518771,0.0107574462890625,0.011043548583984375
test,Paraguay_34417,Paraguay,False,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0,0,99529,0.0,0.0
test,Paraguay_40936,Paraguay,False,,,,,,,,0.0,0.0,0.0,0,0,429231,0.0,0.0
test,USA_758178,USA,False,,,0.3715982187036121,0.35347721822541966,-0.01812100047819243,0.5418470418470418,0.5223245924875974,0.00023147395344121422,0.00023147395344121422,0.0,121,121,522737,0.004406160231638138,0.00459690309880862
valid,Ghana_1033830,Ghana,False,,,0.925951740521862,0.922931168206407,-0.00302057231545505,0.9615523806125725,0.9599211697912837,0.0015077197420172205,0.0015098891229409863,2.1693809237658367e-06,695,696,460961,0.42609624017596437,0.4247027599483769
test,Mekong_254910,Mekong,False,,,0.036935704514363885,0.03815580286168521,0.0012200983473213273,0.07124010554089709,0.07350689127105665,0.00033933814308266573,0.0003417971151339894,2.458972051323652e-06,138,139,406674,0.003031703934402297,0.002520742597143483
test,Paraguay_80102,Paraguay,False,,,0.14285714285714285,0.125,-0.01785714285714285,0.25,0.2222222222222222,1.1466772160970548e-05,1.528902954796073e-05,3.8222573869901815e-06,6,8,523251,0.00012970020179825514,0.00012207077816306366
valid,Pakistan_94095,Pakistan,False,,,0.6425518273135286,0.6370667126540467,-0.005485114659481871,0.7823824084314619,0.7783026894746652,0.003526181114647694,0.0035313819717489444,5.20085710125056e-06,678,679,192276,0.3843495597275295,0.3867807498477045
test,Somalia_94102,Somalia,False,,,0.8657462844262872,0.8610193321616871,-0.0047269522646000706,0.928042887345213,0.9253201374985834,0.00041720555717802163,0.00042554966832158205,8.34411114356042e-06,200,204,479380,0.05715114352005303,0.05708899569108386
valid,Sri-Lanka_236030,Sri-Lanka,False,,,0.4272988505747126,0.39074618882054024,-0.03655266175417238,0.5987517616267365,0.5619230769230769,0.0005331898449346964,0.0005429731448417551,9.783299907058685e-06,218,222,408860,0.015789371530608283,0.016919956523426885
test,Ghana_406026,Ghana,False,,,0.8214361364117772,0.8173728813559322,-0.004063255055844928,0.9019653448075357,0.8995103753788762,0.0001644246285150544,0.00017589611422540706,1.1471485710352647e-05,86,92,523036,0.01638031005859375,0.016300201416015625
valid,Nigeria_31096,Nigeria,False,,,0.024193548387096774,0.027901785714285716,0.0037082373271889423,0.04724409448818897,0.054288816503800214,3.718863236480189e-05,4.881007997880248e-05,1.1621447614000589e-05,16,21,430239,0.00033565224588136304,0.00048278747695264544
test,India_900498,India,False,,,0.8751681262516066,0.8700991193540436,-0.005069006897562955,0.9334289699143257,0.9305379702596588,0.004853848478055342,0.004868468503591653,1.4620025536310824e-05,1992,1998,410396,0.48473617515038625,0.48251091636385846
test,Ghana_1078550,Ghana,False,,,0.10113864701942397,0.08045977011494253,-0.020678876904481447,0.18369829683698297,0.14893617021276598,7.07120319389048e-05,8.600111992569503e-05,1.5289087986790226e-05,37,45,523249,0.000904083251953125,0.000728607177734375
valid,Somalia_61368,Somalia,False,,,0.0,0.0,0.0,,,1.1840709305850258e-05,3.5522127917550775e-05,2.368141861170052e-05,5,15,422272,4.225967159539651e-05,7.982382412463786e-05
test,Pakistan_167553,Pakistan,False,,,0.0,0.0,0.0,,,4.879099968692442e-05,7.318649953038663e-05,2.4395499843462213e-05,24,36,491894,0.000493717245705267,0.0002468586228526335
valid,Somalia_167787,Somalia,False,,,0.3870967741935484,0.4376899696048632,0.05059319541131485,0.5581395348837209,0.6088794926004228,0.00022240666944866076,0.00024762804433459134,2.522137488593059e-05,97,108,436138,0.0011246910500895672,0.0011246910500895672
valid,Paraguay_284928,Paraguay,False,,,0.0,0.0,0.0,,,0.0019782526008765475,0.002008834283595412,3.0581682718864526e-05,1035,1051,523189,0.0788421630859375,0.070159912109375
test,Mekong_45934,Mekong,False,,,0.2631578947368421,0.24749163879598662,-0.015666255940855467,0.4166666666666667,0.3967828418230563,0.00012246530309205754,0.00016264923066913894,4.018392757708139e-05,64,85,522597,0.0015275396301062786,0.0017184820838695633
valid,Sri-Lanka_85652,Sri-Lanka,False,,,0.10675589547482472,0.09020698177324683,-0.01654891370157789,0.19291678663979267,0.16548597336355908,0.0006279627204570343,0.0006713585182121952,4.339579775516087e-05,246,263,391743,0.007762149892586437,0.00804588383121884
test,Paraguay_271769,Paraguay,False,,,0.4305473808122425,0.36300285080772887,-0.0675445300045136,0.6019337584859082,0.5326516383918197,0.0001529753709652746,0.00019695579011779103,4.398041915251643e-05,80,103,522960,0.008575439453125,0.00644683837890625
valid,Ghana_895194,Ghana,False,,,0.7957254859843196,0.7765489101256309,-0.019176575858688705,0.886244019138756,0.8742218192807496,0.0001468125798541397,0.00019839537818126988,5.1582798327130173e-05,74,100,504044,0.031748355796854845,0.031055851463756303
bolivia,Bolivia_23014,Bolivia,False,,,0.9415858811831966,0.9350778816199377,-0.0065079995632589815,0.9699142235309179,0.966449867988924,8.758123159230185e-05,0.00014513461235295737,5.755338076065552e-05,35,58,399629,0.0374357334148053,0.036991774831844716
valid,Paraguay_172476,Paraguay,False,,,0.42358328563251285,0.33102409638554214,-0.09255918924697071,0.5950944913550463,0.497397601267255,0.000275569606203378,0.0003348936186499386,5.932401244656058e-05,144,175,522554,0.008235962814189202,0.006118797755423566
test,Paraguay_651904,Paraguay,False,,,0.7524347885309541,0.7509740695955932,-0.0014607189353609273,0.8587307139248378,0.8577786303472089,0.0009303832431332317,0.001007222930624146,7.683968749091434e-05,448,485,481522,0.09272003173828125,0.09526824951171875
bolivia,Bolivia_195474,Bolivia,False,,,0.1784133469526728,0.20758790869833435,0.029174561745661548,0.30280265819127417,0.3438058748403576,0.0010125591858103637,0.0010911859407691231,7.86267549587594e-05,528,569,521451,0.007308626858247078,0.009045860676908948
test,India_80221,India,False,,,0.9461333783840858,0.9482690011937923,0.0021356228097064722,0.9723212076755805,0.9734477124183006,0.005134562977344765,0.005216435279944795,8.18723026000303e-05,439,446,85499,0.7634541777288808,0.7616029724690861
valid,India_180633,India,False,,,0.9147085304150445,0.911855950767984,-0.002852579647060538,0.9554545936208542,0.9538960823922906,0.0030291458531148084,0.003127193163522272,9.80473104074636e-05,587,606,193784,0.4571662969827717,0.4571237580140379
valid,Paraguay_648632,Paraguay,False,,,0.6568849672144418,0.6605018211250506,0.0036168539106088415,0.7929155978991084,0.7955448319563256,0.0029948588574814135,0.0031286432352884965,0.000133784377807083,1567,1637,523230,0.08598709106445312,0.08635330200195312
test,Nigeria_812045,Nigeria,False,,,0.9345293036391893,0.9334828160651829,-0.0010464875740063828,0.9661567823047968,0.965597220010372,0.0014158904009481897,0.0015757489946036307,0.00015985859365544091,620,690,437887,0.5275540411750318,0.5261792910337615
valid,Pakistan_1027214,Pakistan,True,regression,valid_Pakistan_1027214.png,0.7316436568445635,0.7378777472527472,0.00623409040818379,0.8450279639839753,0.8491710632916394,0.002244568145088885,0.0027418263187701146,0.0004972581736812295,650,794,289588,0.16703783389322965,0.1682016633324526
test,Sri-Lanka_534068,Sri-Lanka,True,regression,test_Sri-Lanka_534068.png,0.9978457812245278,0.9976173568182788,-0.00022842440624903926,0.998921729196659,0.9988072574692102,0.0014677948540839233,0.0029355897081678466,0.0014677948540839233,17,34,11582,0.9820747375488281,0.982330322265625
